Machine_ID,Machine_Type,Production_Line,Shift,Reading_Timestamp,Asset_Age_Days,Hours_Since_Maintenance,Load_Percent,Vibration_RMS,Temperature_C,Pressure_bar,Motor_Current_A,RPM,Sound_dB,Humidity_%,Failure
3039,CNC,LINE01,Day,2025-02-03 13:12:00,360,695,25.29,1.852,51.82,5.17,16.5,1290,74.31,73.74,0
3040,Compressor,LINE04,Night,2025-01-12 00:35:00,2433,160,55.48,3.69,66.83,4.0,20.68,1440,75.28,79.13,0
3041,Pump,LINE01,Night,2025-02-06 05:44:00,2081,179,37.76,1.215,56.06,6.11,14.07,1221,68.74,33.45,0
3042,RobotArm,LINE02,Swing,2025-01-25 15:34:00,3113,617,59.24,2.54,65.41,4.16,23.85,1282,81.05,70.7,0
3043,Conveyor,LINE04,Day,2025-04-03 21:39:00,1702,169,39.76,1.332,64.18,5.79,17.68,1337,70.75,61.88,1
3044,Pump,LINE02,Swing,2025-01-05 20:45:00,616,334,86.54,1.498,58.06,5.41,22.99,1493,76.97,53.29,0
3045,Conveyor,LINE04,Night,2025-04-14 13:44:00,881,266,77.69,2.388,58.89,3.54,24.87,1407,65.83,78.92,0
3046,RobotArm,LINE01,Swing,2025-01-11 06:07:00,2977,475,92.53,3.757,52.64,8.2,17.76,1552,76.03,77.7,1
3047,Compressor,LINE03,Swing,2025-03-04 18:09:00,3498,428,35.84,3.261,52.18,4.35,18.54,1218,77.77,68.49,1
3048,Compressor,LINE04,Swing,2025-04-17 22:16:00,252,370,50.83,1.631,71.63,5.58,16.06,1426,73.2,39.46,0
3049,RobotArm,LINE02,Night,2025-02-02 22:18:00,2478,361,84.44,3.411,66.26,6.19,20.96,1494,77.87,44.28,0
3050,CNC,LINE03,Day,2025-04-05 22:35:00,1775,600,49.91,2.199,48.43,5.43,14.8,1276,68.53,38.58,0
3051,RobotArm,LINE02,Day,2025-01-12 12:18:00,963,418,50.33,2.455,69.34,6.56,15.58,1478,74.52,44.09,0
3052,CNC,LINE03,Night,2025-01-27 14:36:00,1881,366,98.88,3.771,65.08,5.6,19.39,1287,65.02,72.52,1
3053,Compressor,LINE04,Day,2025-04-20 01:47:00,3417,638,81.67,3.088,67.36,6.77,27.07,1431,73.12,48.35,0
3054,Conveyor,LINE03,Day,2025-01-30 01:14:00,745,67,88.87,3.29,63.79,6.77,23.25,1622,68.49,45.54,1
3055,Compressor,LINE04,Day,2025-03-21 05:22:00,3060,600,52.56,1.951,60.47,4.37,22.02,1188,71.64,43.69,1
3056,Compressor,LINE03,Day,2025-02-28 19:50:00,354,142,66.87,2.611,41.47,6.45,11.66,1564,79.11,32.78,0
3057,Compressor,LINE03,Day,2025-01-22 04:27:00,2638,238,56.04,3.245,65.29,4.8,28.48,1322,81.13,48.71,1
3058,CNC,LINE02,Swing,2025-02-09 15:26:00,301,9,56.02,2.599,37.72,4.66,16.71,1391,65.8,35.2,0
3059,CNC,LINE03,Day,2025-03-13 23:51:00,249,411,30.22,0.929,61.99,6.15,22.95,1579,77.85,60.91,0
3060,Pump,LINE04,Swing,2025-03-08 13:52:00,164,598,87.37,2.353,62.08,5.88,24.02,1450,79.12,40.17,0
3061,Compressor,LINE03,Day,2025-04-10 08:39:00,2943,274,51.24,2.811,62.65,6.46,19.63,1646,73.91,44.94,0
3062,Pump,LINE01,Night,2025-01-27 00:27:00,2106,477,66.55,2.916,59.68,6.62,29.27,1446,79.11,56.31,0
3063,CNC,LINE02,Swing,2025-02-26 20:55:00,2529,282,88.57,3.155,68.82,4.67,25.77,1517,70.33,50.96,0
3064,RobotArm,LINE03,Night,2025-02-18 21:18:00,592,546,81.88,3.359,60.59,7.21,20.05,1615,69.91,47.68,0
3065,Pump,LINE04,Day,2025-01-22 02:45:00,3365,719,35.86,1.727,57.71,6.2,18.03,1487,69.36,82.61,1
3066,Pump,LINE01,Day,2025-04-20 22:15:00,2957,514,69.48,2.762,62.12,5.49,26.34,1507,75.84,33.21,0
3067,Pump,LINE01,Swing,2025-02-05 04:01:00,1798,245,59.66,1.457,71.92,5.93,18.02,1414,71.32,78.42,0
3068,CNC,LINE02,Night,2025-02-25 02:55:00,3284,593,40.81,2.931,60.48,6.83,18.44,1246,68.75,81.07,0
3069,Conveyor,LINE01,Day,2025-03-19 21:15:00,547,27,23.27,1.944,41.34,5.35,13.25,1216,68.64,83.23,0
3070,Pump,LINE04,Swing,2025-04-16 00:52:00,1088,710,70.38,4.462,55.06,8.74,17.4,1648,72.87,77.41,0
3071,CNC,LINE02,Swing,2025-01-20 22:15:00,205,604,82.39,3.028,65.48,8.11,17.84,1719,68.11,74.54,0
3072,RobotArm,LINE02,Day,2025-03-05 18:35:00,625,470,95.34,2.91,71.93,6.59,29.3,1556,75.66,43.02,1
3073,Conveyor,LINE01,Swing,2025-01-08 06:40:00,3076,446,48.4,2.773,50.37,5.71,24.46,1234,78.25,39.91,0
3074,Conveyor,LINE02,Day,2025-02-21 05:21:00,1512,181,51.94,2.092,73.69,5.8,20.13,1361,76.9,63.15,0
3075,RobotArm,LINE04,Day,2025-04-27 21:11:00,2366,310,33.04,2.29,55.3,5.11,16.15,1317,86.66,59.45,0
3076,RobotArm,LINE02,Night,2025-03-03 06:04:00,3221,73,98.77,3.578,64.44,6.64,22.9,1481,74.61,69.65,1
3077,Pump,LINE01,Swing,2025-04-27 15:36:00,2795,243,87.97,1.964,50.25,7.2,22.25,1420,80.46,36.46,0
3078,Compressor,LINE01,Swing,2025-03-30 22:11:00,1477,424,96.61,3.062,70.79,4.85,30.33,1606,73.29,45.73,1
3079,Compressor,LINE04,Swing,2025-02-04 14:08:00,1290,260,59.63,2.403,53.37,6.87,20.82,1499,70.75,66.97,0
3080,Pump,LINE04,Night,2025-04-30 19:37:00,422,554,36.78,2.835,49.11,6.99,19.72,1613,72.89,63.65,0
3081,CNC,LINE01,Day,2025-03-27 01:31:00,3033,614,65.85,2.792,56.21,6.85,22.76,1435,73.11,49.17,0
3082,CNC,LINE03,Day,2025-01-04 13:08:00,3594,404,49.77,2.311,67.25,5.84,17.53,1474,71.49,38.14,0
3083,Conveyor,LINE01,Day,2025-04-05 16:49:00,1840,245,47.83,2.464,59.2,6.62,19.55,1535,66.75,77.18,0
3084,Conveyor,LINE03,Swing,2025-03-04 00:48:00,1838,218,26.59,2.028,45.73,7.33,12.93,1526,67.11,75.71,1
3085,Conveyor,LINE01,Swing,2025-04-28 00:40:00,3101,393,25.85,2.21,49.04,5.69,23.21,1254,77.74,38.04,0
3086,Pump,LINE04,Swing,2025-03-22 15:30:00,1269,518,50.3,1.429,67.87,6.03,15.8,1499,75.97,71.21,0
3087,CNC,LINE04,Day,2025-01-16 03:25:00,1501,91,94.1,2.818,58.67,9.0,20.68,1556,81.18,37.81,0
3088,Compressor,LINE01,Day,2025-02-18 13:29:00,3264,322,77.84,2.761,63.79,6.65,26.52,1542,70.3,54.83,0
3089,Compressor,LINE02,Night,2025-04-03 02:27:00,1403,317,80.84,2.559,66.09,5.1,18.89,1519,69.77,55.64,0
3090,RobotArm,LINE01,Night,2025-03-10 14:14:00,3387,206,38.74,2.992,26.92,6.93,19.0,1633,66.6,52.1,0
3091,RobotArm,LINE02,Day,2025-01-05 04:04:00,614,171,78.76,2.055,69.08,6.77,10.15,1401,77.3,48.82,0
3092,RobotArm,LINE01,Swing,2025-01-07 10:14:00,1828,605,52.51,2.237,50.3,5.24,18.26,1341,67.62,55.72,0
3093,RobotArm,LINE01,Swing,2025-02-03 18:56:00,1802,311,24.75,2.271,50.02,4.42,19.41,1301,71.94,69.15,0
3094,RobotArm,LINE04,Swing,2025-02-03 15:33:00,1140,415,51.59,2.022,68.75,6.3,16.28,1418,73.57,48.21,0
3095,Compressor,LINE01,Day,2025-03-09 22:28:00,3516,27,30.5,4.027,64.32,5.73,21.5,1446,64.89,61.91,1
3096,CNC,LINE04,Swing,2025-02-15 06:20:00,1777,204,88.3,3.043,64.15,4.89,22.66,1472,76.25,49.72,0
3097,CNC,LINE01,Day,2025-02-03 23:46:00,3212,160,87.22,2.491,65.77,6.27,28.41,1645,77.22,83.41,0
3098,Pump,LINE02,Day,2025-02-18 18:00:00,823,236,43.0,1.472,62.69,5.75,14.75,1436,73.2,67.61,0
3099,Pump,LINE02,Swing,2025-01-23 09:23:00,1293,605,68.95,1.919,70.53,6.11,19.53,1476,71.54,76.87,0
3100,CNC,LINE04,Day,2025-03-23 18:59:00,1761,411,49.1,1.807,68.58,6.58,13.3,1289,71.77,53.77,0
3101,RobotArm,LINE01,Day,2025-01-06 10:48:00,2071,649,32.34,2.45,55.69,3.71,17.61,1633,79.16,44.1,1
3102,CNC,LINE01,Day,2025-04-19 06:49:00,860,304,71.95,1.755,52.65,4.88,18.65,1488,72.18,34.34,0
3103,RobotArm,LINE03,Day,2025-04-02 19:28:00,1163,554,80.81,2.429,58.32,5.72,25.28,1708,72.05,74.94,0
3104,Conveyor,LINE03,Swing,2025-01-08 07:53:00,2282,115,81.98,3.611,60.2,7.91,20.16,1439,69.13,68.4,0
3105,Compressor,LINE03,Day,2025-03-20 07:38:00,1038,587,31.94,1.552,54.17,8.66,15.22,1514,57.85,75.17,0
3106,Conveyor,LINE01,Swing,2025-02-23 21:50:00,2780,439,61.01,3.138,49.54,6.12,18.57,1404,77.88,67.35,0
3107,Pump,LINE01,Night,2025-03-12 04:16:00,1757,27,21.91,0.883,55.2,5.77,16.84,1612,71.59,32.08,0
3108,Compressor,LINE04,Day,2025-02-17 17:39:00,3539,496,27.21,2.196,41.21,2.84,26.94,1539,67.69,53.37,0
3109,CNC,LINE03,Night,2025-02-05 19:31:00,890,345,26.48,1.213,53.9,6.85,2.28,1505,82.28,48.23,0
3110,RobotArm,LINE03,Day,2025-04-26 18:34:00,3080,0,24.58,2.443,53.15,6.29,18.1,1312,74.35,53.84,0
3111,Pump,LINE01,Day,2025-01-22 19:58:00,1804,609,46.7,1.656,57.35,6.31,23.7,1672,70.85,66.74,0
3112,Pump,LINE01,Day,2025-03-26 17:13:00,341,386,48.61,3.181,62.8,4.49,15.66,1692,77.5,61.14,0
3113,Conveyor,LINE04,Day,2025-03-02 16:35:00,2582,436,75.83,1.924,65.16,8.63,24.51,1456,73.81,64.96,1
3114,Conveyor,LINE03,Day,2025-04-25 14:04:00,795,415,46.39,2.701,73.59,7.79,22.68,1462,73.99,41.58,0
3115,Compressor,LINE01,Day,2025-02-27 02:35:00,531,65,31.23,2.253,48.8,6.17,15.24,1524,69.05,57.29,0
3116,Compressor,LINE04,Night,2025-03-02 09:23:00,1954,239,95.75,3.236,63.44,7.65,20.96,1305,75.91,42.93,0
3117,CNC,LINE03,Swing,2025-04-17 01:15:00,2874,505,90.04,3.227,63.04,6.46,27.72,1668,77.13,58.11,0
3118,Conveyor,LINE02,Night,2025-03-17 07:51:00,962,243,29.94,2.928,54.67,6.78,18.64,1533,69.31,46.23,0
3119,Pump,LINE02,Swing,2025-02-24 00:07:00,2285,639,49.02,3.914,46.68,4.42,19.45,1380,63.2,41.94,0
3120,Pump,LINE03,Swing,2025-04-13 12:43:00,82,228,33.45,1.523,44.23,3.11,18.54,1154,76.58,81.72,0
3121,CNC,LINE02,Day,2025-04-12 06:26:00,698,330,96.73,2.845,61.65,4.94,26.24,1583,75.44,44.74,0
3122,Pump,LINE03,Swing,2025-01-05 09:31:00,2762,320,48.48,2.211,43.17,5.02,19.91,1311,76.28,64.43,0
3123,Pump,LINE03,Day,2025-01-28 17:54:00,76,13,27.85,0.86,49.71,5.01,16.8,1215,71.83,64.45,0
3124,Compressor,LINE01,Night,2025-04-22 00:51:00,1325,584,78.15,2.906,54.95,6.82,23.45,1551,77.13,61.72,1
3125,CNC,LINE04,Night,2025-04-20 18:20:00,1868,97,76.94,2.896,56.14,5.96,19.94,1662,69.05,69.53,0
3126,CNC,LINE02,Day,2025-02-27 03:26:00,269,337,39.28,0.815,63.78,5.86,21.56,1402,70.65,63.46,0
3127,Compressor,LINE02,Swing,2025-02-14 03:57:00,3572,653,45.72,2.977,47.82,4.54,16.56,1584,67.11,76.73,0
3128,CNC,LINE03,Swing,2025-04-26 08:47:00,1871,715,53.2,2.561,64.49,4.51,19.13,1536,77.98,31.4,0
3129,Conveyor,LINE03,Swing,2025-01-05 21:26:00,1255,165,41.42,1.699,49.89,5.96,21.05,1268,71.66,34.06,0
3130,RobotArm,LINE02,Day,2025-01-02 02:56:00,3567,270,43.11,2.264,51.41,5.28,16.22,1370,73.25,60.48,0
3131,Pump,LINE03,Swing,2025-03-18 08:40:00,2051,407,84.13,3.154,64.04,6.35,26.11,1648,74.57,51.98,0
3132,RobotArm,LINE04,Swing,2025-01-12 06:39:00,2486,503,80.15,3.914,57.93,6.95,23.46,1443,71.48,41.66,0
3133,CNC,LINE04,Day,2025-01-24 15:39:00,357,180,75.41,2.584,51.45,8.22,25.44,1599,76.32,49.4,0
3134,CNC,LINE04,Swing,2025-01-09 23:34:00,604,395,74.94,2.868,56.22,6.22,22.8,1451,80.59,65.72,0
3135,Conveyor,LINE01,Day,2025-04-22 23:59:00,193,600,61.75,1.6,44.0,8.29,18.1,1560,76.76,76.92,0
3136,Conveyor,LINE02,Night,2025-01-07 17:16:00,1891,548,48.07,2.07,59.46,6.47,20.14,1498,63.41,39.98,0
3137,Conveyor,LINE03,Day,2025-04-20 19:26:00,3057,591,77.64,3.419,35.28,7.1,24.12,1475,73.05,46.08,1
3138,CNC,LINE01,Day,2025-01-17 01:05:00,3294,639,29.31,1.573,61.54,7.06,27.02,1492,72.63,37.7,0
3139,Conveyor,LINE03,Day,2025-04-18 12:47:00,2109,620,31.29,2.246,59.54,6.68,18.26,1153,78.3,84.81,0
3140,Pump,LINE02,Night,2025-02-09 23:34:00,226,368,30.1,1.929,66.53,4.84,15.38,1280,69.23,31.1,0
3141,Pump,LINE01,Swing,2025-02-21 02:37:00,2296,701,78.62,2.855,77.99,7.59,21.59,1452,67.1,38.68,0
3142,CNC,LINE01,Day,2025-01-17 02:13:00,2339,356,67.32,2.911,65.63,5.72,22.15,1625,76.5,51.16,0
3143,RobotArm,LINE01,Day,2025-02-03 14:45:00,2191,510,56.01,2.548,52.23,6.42,15.69,1288,72.1,40.94,0
3144,CNC,LINE02,Swing,2025-01-18 09:58:00,2641,678,58.1,2.283,75.39,6.24,19.34,1462,68.98,67.41,1
3145,Conveyor,LINE03,Day,2025-01-26 04:46:00,2047,31,86.2,2.223,49.89,7.73,18.76,1561,70.78,31.26,0
3146,Compressor,LINE03,Day,2025-02-23 23:59:00,2578,672,29.73,2.161,39.36,6.27,14.73,1439,65.0,58.32,0
3147,Conveyor,LINE01,Night,2025-02-28 08:18:00,1790,591,50.66,3.115,71.67,4.34,22.57,1439,73.24,40.82,0
3148,Conveyor,LINE01,Day,2025-03-17 04:44:00,573,717,80.81,3.095,65.66,8.82,20.95,1437,70.86,64.76,0
3149,RobotArm,LINE04,Swing,2025-04-21 01:30:00,319,556,72.63,2.087,44.38,7.23,16.89,1466,74.7,36.45,0
3150,CNC,LINE01,Day,2025-01-06 09:27:00,3314,112,54.81,2.556,45.07,5.39,20.65,1577,71.17,40.86,0
3151,CNC,LINE02,Swing,2025-02-02 18:14:00,1626,217,37.95,1.837,58.61,4.51,17.06,1343,72.12,75.65,0
3152,Compressor,LINE02,Swing,2025-03-10 22:30:00,1196,2,95.72,2.596,53.53,7.6,23.02,1282,69.93,79.5,0
3153,Pump,LINE03,Day,2025-02-26 10:29:00,1091,437,52.63,2.36,50.82,4.8,12.8,1511,70.85,49.87,0
3154,CNC,LINE04,Swing,2025-03-11 19:55:00,217,314,90.23,3.167,76.5,7.36,16.97,1710,66.76,62.32,1
3155,CNC,LINE03,Night,2025-02-05 06:16:00,3451,341,82.23,4.579,77.08,7.61,18.09,1388,78.06,67.15,0
3156,Pump,LINE04,Night,2025-02-08 12:12:00,331,528,88.92,2.044,62.43,5.61,17.74,1691,71.81,71.85,0
3157,CNC,LINE04,Day,2025-03-27 07:06:00,822,590,21.35,2.042,52.13,4.83,12.85,1455,62.07,59.46,0
3158,CNC,LINE01,Day,2025-01-23 14:54:00,1686,52,58.19,2.745,63.36,5.52,15.79,1328,64.33,61.82,1
3159,RobotArm,LINE01,Night,2025-01-11 03:23:00,1326,660,40.75,1.87,51.38,4.72,21.05,1347,77.14,73.1,0
3160,Pump,LINE02,Day,2025-03-17 21:41:00,174,268,41.92,1.182,36.99,6.19,24.31,1344,71.5,60.05,0
3161,RobotArm,LINE02,Day,2025-03-10 01:17:00,1221,541,41.59,2.219,33.52,6.36,21.27,1453,71.98,59.58,0
3162,RobotArm,LINE03,Day,2025-04-04 18:09:00,2851,418,51.15,3.877,55.8,6.88,18.19,1431,72.64,45.57,0
3163,CNC,LINE01,Night,2025-03-20 15:34:00,937,319,52.86,2.314,63.35,5.03,19.53,1588,74.55,76.1,0
3164,Conveyor,LINE01,Day,2025-02-04 02:07:00,3164,153,70.72,2.505,58.07,7.22,22.26,1593,79.83,54.3,0
3165,Compressor,LINE02,Day,2025-02-26 21:42:00,1333,136,44.03,2.024,61.17,4.76,15.86,1253,74.23,60.4,0
3166,Conveyor,LINE03,Swing,2025-03-03 04:21:00,78,526,41.82,1.088,62.88,6.93,22.14,1263,73.22,64.78,0
3167,CNC,LINE03,Day,2025-01-13 01:49:00,424,231,48.85,1.975,66.64,4.2,25.85,1521,69.13,59.74,0
3168,CNC,LINE04,Day,2025-01-12 20:49:00,2962,165,74.92,3.399,59.98,8.13,16.82,1438,64.78,54.33,0
3169,CNC,LINE01,Swing,2025-04-27 06:54:00,1498,4,20.01,1.384,53.62,5.07,22.06,1369,74.16,56.7,0
3170,Compressor,LINE02,Day,2025-04-04 19:46:00,3581,605,79.75,1.263,60.09,7.02,21.39,1575,74.52,35.5,1
3171,RobotArm,LINE04,Night,2025-04-09 14:52:00,2885,284,47.12,2.719,53.44,6.79,19.08,1547,77.75,75.23,1
3172,Conveyor,LINE03,Day,2025-03-21 12:36:00,139,250,66.1,1.85,45.11,4.64,20.22,1334,80.51,34.45,0
3173,Conveyor,LINE03,Night,2025-04-13 02:28:00,1161,267,80.92,2.179,68.89,7.31,27.63,1245,66.26,84.29,0
3174,RobotArm,LINE02,Swing,2025-02-21 09:42:00,2654,431,60.87,2.246,54.53,5.45,22.26,1458,69.02,83.34,0
3175,Conveyor,LINE01,Day,2025-01-20 12:46:00,258,346,71.77,2.506,55.12,5.85,21.37,1391,75.52,78.53,0
3176,CNC,LINE04,Day,2025-03-14 15:07:00,3646,391,93.6,3.196,57.07,5.63,28.48,1545,72.42,34.21,0
3177,RobotArm,LINE03,Swing,2025-01-07 07:21:00,631,200,22.39,2.177,41.56,7.66,19.69,1384,79.28,31.43,0
3178,Pump,LINE03,Day,2025-04-25 14:36:00,2915,213,47.96,3.145,54.71,4.58,22.28,1329,71.43,63.95,0
3179,CNC,LINE02,Day,2025-03-15 06:06:00,3072,621,94.15,3.143,66.29,6.96,28.61,1789,82.41,39.1,0
3180,Compressor,LINE02,Night,2025-03-09 10:19:00,1859,316,86.99,2.582,54.75,5.62,20.3,1526,72.48,81.73,0
3181,RobotArm,LINE01,Swing,2025-03-26 17:43:00,2939,700,69.35,2.977,67.72,7.5,15.24,1420,80.48,66.15,0
3182,Pump,LINE03,Night,2025-02-21 06:15:00,3233,609,38.34,2.421,52.48,8.67,26.98,1439,60.11,77.25,0
3183,Compressor,LINE02,Day,2025-03-18 10:16:00,2688,512,46.44,1.442,43.85,5.21,15.72,1506,74.24,84.68,1
3184,CNC,LINE01,Day,2025-02-24 07:49:00,2592,394,88.64,4.251,71.81,6.55,21.43,1451,72.9,81.61,0
3185,CNC,LINE02,Swing,2025-01-27 15:27:00,1436,602,75.86,3.051,61.5,5.8,19.94,1780,61.9,35.78,0
3186,CNC,LINE04,Day,2025-01-22 19:54:00,1088,40,42.85,1.762,61.17,7.17,15.93,1253,71.84,84.04,0
3187,Conveyor,LINE02,Day,2025-01-18 06:03:00,3171,359,30.58,1.227,60.84,5.51,16.02,1237,65.54,33.86,0
3188,RobotArm,LINE02,Day,2025-04-20 04:44:00,842,513,82.46,2.464,52.87,7.41,23.12,1323,69.56,72.81,1
3189,CNC,LINE03,Day,2025-02-13 14:25:00,1530,77,66.1,2.146,52.99,5.68,22.38,1483,73.58,71.21,0
3190,Pump,LINE04,Swing,2025-03-08 02:40:00,1885,131,97.08,3.016,69.32,9.16,26.1,1601,71.74,41.71,0
3191,CNC,LINE03,Day,2025-01-24 10:39:00,1444,47,52.52,0.975,70.13,3.4,21.4,1415,73.42,51.02,0
3192,CNC,LINE04,Night,2025-02-17 09:33:00,1380,349,47.92,1.905,56.3,6.43,17.03,1502,72.75,64.68,0
3193,Compressor,LINE01,Day,2025-02-27 09:26:00,2199,389,43.26,2.077,50.34,5.92,17.42,1491,83.8,57.37,0
3194,Conveyor,LINE04,Day,2025-04-23 08:29:00,1222,337,58.55,2.193,70.5,6.03,23.97,1424,73.36,68.71,0
3195,Compressor,LINE04,Day,2025-04-18 19:43:00,3609,39,45.82,2.573,49.6,6.3,18.65,1493,72.76,37.21,0
3196,Pump,LINE02,Swing,2025-03-08 02:50:00,674,350,25.86,1.713,55.78,5.83,13.84,1378,74.0,52.39,0
3197,Compressor,LINE03,Night,2025-02-07 07:15:00,1438,639,44.97,3.072,52.89,6.21,22.2,1391,72.24,69.45,0
3198,CNC,LINE01,Night,2025-01-18 13:04:00,3089,22,37.51,2.151,55.72,6.36,19.39,1365,64.13,30.44,0
3199,CNC,LINE02,Day,2025-04-25 02:57:00,1751,558,85.23,2.295,53.34,8.45,20.4,1548,75.56,65.77,0
3200,RobotArm,LINE01,Day,2025-03-25 04:56:00,2582,196,38.85,1.317,51.25,2.57,17.1,1574,78.21,59.75,0
3201,Conveyor,LINE01,Night,2025-02-10 22:50:00,2371,53,56.71,2.262,50.95,8.28,24.97,1319,79.87,80.87,1
3202,RobotArm,LINE04,Day,2025-04-27 01:02:00,1229,36,73.82,1.699,63.26,9.31,23.22,1440,75.34,82.92,0
3203,RobotArm,LINE01,Swing,2025-03-24 06:14:00,2723,9,31.94,2.861,54.17,3.72,19.54,1433,70.96,67.9,0
3204,Compressor,LINE03,Day,2025-04-10 05:15:00,890,298,62.5,2.227,64.44,6.18,14.85,1686,73.39,59.63,0
3205,RobotArm,LINE02,Day,2025-02-01 19:58:00,2744,358,87.77,3.691,54.0,8.02,24.61,1577,81.52,59.18,0
3206,Pump,LINE02,Day,2025-02-15 15:33:00,493,447,66.73,3.129,56.68,7.27,18.65,1386,71.28,54.45,0
3207,CNC,LINE02,Day,2025-02-18 17:42:00,2542,58,58.59,2.12,61.21,8.1,17.17,1356,66.07,72.81,0
3208,CNC,LINE02,Night,2025-04-08 00:57:00,437,470,87.11,2.332,67.73,6.82,18.87,1642,83.16,48.39,0
3209,CNC,LINE03,Swing,2025-04-13 14:47:00,3175,532,95.78,4.154,50.52,4.02,27.58,1504,67.66,43.32,0
3210,CNC,LINE04,Night,2025-02-27 18:02:00,2294,46,85.68,3.097,61.96,7.92,27.97,1374,64.52,54.28,1
3211,Pump,LINE02,Swing,2025-03-14 04:35:00,176,486,52.67,2.272,50.27,6.79,13.69,1577,73.69,48.29,1
3212,Conveyor,LINE04,Day,2025-02-18 13:26:00,423,85,68.94,2.885,64.8,7.95,15.9,1525,74.35,74.78,0
3213,Conveyor,LINE03,Swing,2025-02-17 15:01:00,708,316,62.13,2.772,72.29,4.28,22.08,1331,74.56,45.14,0
3214,Compressor,LINE03,Day,2025-03-08 15:59:00,3505,476,44.26,2.911,34.84,4.48,18.85,1278,76.71,52.11,0
3215,CNC,LINE01,Night,2025-04-19 04:54:00,2163,627,54.83,3.326,52.21,6.07,22.31,1200,71.66,44.86,1
3216,Conveyor,LINE01,Day,2025-01-10 05:09:00,1040,382,86.34,2.639,62.62,7.96,20.12,1448,71.49,59.6,1
3217,Pump,LINE04,Night,2025-02-03 22:14:00,1032,313,44.04,2.355,55.19,7.87,20.3,1475,69.26,46.84,0
3218,CNC,LINE03,Swing,2025-02-01 17:01:00,123,600,91.16,2.417,69.26,5.54,15.83,1648,72.83,64.47,0
3219,Pump,LINE02,Swing,2025-03-12 04:08:00,765,155,99.31,3.418,62.02,6.01,24.9,1600,75.21,74.35,0
3220,Pump,LINE04,Swing,2025-03-11 12:13:00,3126,147,44.54,2.154,50.55,9.39,11.74,1283,76.59,71.23,0
3221,Pump,LINE02,Swing,2025-04-19 16:49:00,2197,335,29.82,1.112,45.42,5.13,21.58,1376,67.2,46.59,0
3222,Conveyor,LINE03,Swing,2025-01-15 01:45:00,1360,86,96.57,3.307,51.34,7.28,22.92,1715,66.23,61.1,0
3223,Conveyor,LINE02,Swing,2025-03-27 09:25:00,106,16,33.69,1.045,47.15,5.29,17.9,1356,76.09,51.05,0
3224,Conveyor,LINE04,Day,2025-02-19 05:30:00,1271,260,81.72,1.997,55.07,6.89,22.57,1606,69.35,65.76,0
3225,CNC,LINE01,Swing,2025-01-08 23:13:00,1416,109,23.13,2.585,55.17,4.69,9.67,1474,67.28,77.93,0
3226,Conveyor,LINE01,Day,2025-04-10 07:13:00,459,458,38.85,2.402,53.78,4.88,22.42,1519,62.89,76.21,0
3227,Conveyor,LINE03,Swing,2025-01-01 16:21:00,2228,394,40.81,2.089,49.87,5.46,20.24,1483,79.07,78.8,0
3228,CNC,LINE01,Swing,2025-04-18 06:15:00,2420,349,43.78,0.559,47.23,5.28,22.39,1528,72.87,52.15,0
3229,Compressor,LINE04,Day,2025-02-02 07:33:00,3643,357,93.54,3.759,55.68,6.07,21.87,1359,75.34,74.62,0
3230,Compressor,LINE03,Swing,2025-01-22 21:53:00,1328,70,34.02,2.365,48.78,6.47,18.35,1600,74.31,50.72,0
3231,Pump,LINE01,Swing,2025-02-06 15:49:00,1029,289,33.89,2.201,47.95,8.11,11.84,1201,73.13,35.59,0
3232,CNC,LINE01,Swing,2025-04-24 08:31:00,3009,51,75.33,3.29,63.58,5.54,23.39,1538,72.34,62.38,0
3233,Compressor,LINE04,Swing,2025-04-07 13:50:00,1298,255,96.19,2.783,72.25,5.28,19.2,1537,71.92,62.81,1
3234,CNC,LINE03,Swing,2025-02-26 01:03:00,2312,487,51.14,2.224,47.19,6.02,39.94,1377,67.19,71.85,1
3235,CNC,LINE04,Swing,2025-02-10 23:32:00,2699,710,81.85,2.364,69.91,5.3,25.49,1397,63.3,76.23,0
3236,CNC,LINE01,Day,2025-01-19 05:56:00,3215,213,22.48,1.848,57.88,3.76,23.56,1461,83.17,79.24,1
3237,RobotArm,LINE04,Day,2025-03-05 17:00:00,1183,190,85.93,2.903,61.32,7.64,20.92,1618,72.51,68.62,0
3238,Pump,LINE02,Swing,2025-04-01 01:36:00,2283,482,77.87,3.067,72.0,6.38,23.89,1493,70.19,64.47,0
3239,Pump,LINE03,Day,2025-01-13 20:11:00,504,660,91.73,3.101,60.63,6.63,25.38,1499,68.38,30.86,0
3240,Pump,LINE02,Day,2025-01-11 05:37:00,2850,212,71.0,2.059,61.37,3.9,17.95,1646,77.27,36.25,0
3241,RobotArm,LINE01,Day,2025-04-03 12:12:00,192,603,95.31,1.607,63.24,5.75,19.08,1490,72.59,37.7,0
3242,Compressor,LINE04,Day,2025-03-29 19:05:00,2551,226,51.19,2.303,56.22,4.31,24.05,1447,67.79,44.25,1
3243,RobotArm,LINE04,Night,2025-02-21 19:59:00,786,460,78.6,1.889,63.48,6.26,19.99,1483,70.44,79.13,0
3244,Pump,LINE02,Day,2025-03-25 19:24:00,1704,151,78.05,2.833,59.19,6.44,18.74,1803,73.85,69.93,0
3245,CNC,LINE04,Day,2025-03-03 02:59:00,306,188,41.49,1.038,58.27,6.08,14.52,1332,69.73,64.83,0
