Machine_ID,Vibration_RMS,Temperature_C,Motor_Current_A,Hours_Since_Maintenance,Asset_Age_Days,Load_Percent,Pressure_bar,Sound_dB,Humidity_%,Vib_Temp_Interaction,Failure_Risk_Score,Failure
2161,1.409,56.57,19.57,178,3303,31.58,4.51,74.54,38.28,79.70713,1,0
2162,2.801,62.27,18.22,161,784,66.83,6.41,72.38,74.88,174.41827,0,0
2163,1.241,53.55,15.8,281,279,30.12,4.88,59.51,41.47,66.45555,0,0
2164,2.241,63.88,17.88,555,2566,76.35,4.93,74.4,30.49,143.15508,2,0
2165,2.113,63.94,20.62,130,1312,42.84,6.13,78.5,75.2,135.10522,0,0
2166,2.232,58.12,13.83,166,2549,44.7,5.45,79.93,35.16,129.72384,1,0
2167,1.326,72.83,16.32,719,174,71.23,6.01,71.59,53.09,96.57258,1,1
2168,2.51,62.26,27.44,716,3148,95.12,5.85,76.33,51.77,156.27259999999998,2,0
2169,3.105,66.2,24.25,163,1151,99.33,4.99,75.11,37.86,205.55100000000002,0,1
2170,2.152,61.37,18.2,302,2768,48.58,8.02,68.25,31.93,132.06824,1,0
2171,3.721,53.9,18.18,290,3417,95.71,6.64,68.12,34.66,200.5619,2,0
2172,2.74,58.26,20.99,213,1968,68.99,4.46,72.02,53.51,159.63240000000002,0,1
2173,3.451,45.7,20.04,110,1239,92.52,6.64,71.33,82.64,157.7107,0,0
2174,1.249,50.76,18.08,44,1161,22.23,7.55,72.18,69.87,63.399240000000006,0,0
2175,2.233,50.81,15.49,441,2514,22.65,6.88,69.99,69.31,113.45873000000002,2,0
2176,1.91,49.49,8.39,30,51,25.97,5.14,73.03,66.83,94.5259,0,0
2177,2.155,57.2,15.62,447,561,84.35,5.75,66.72,72.3,123.26599999999999,1,0
2178,2.86,57.02,16.46,68,2372,31.04,4.66,79.92,59.12,163.0772,1,1
2179,0.668,46.34,16.63,111,122,34.13,4.95,62.43,84.21,30.955120000000004,0,0
2180,1.897,71.91,15.44,3,1078,66.83,5.38,71.56,63.43,136.41326999999998,0,0
2181,2.145,65.99,21.03,286,2374,96.6,4.7,71.03,64.7,141.54854999999998,1,0
2182,1.898,51.13,22.99,235,935,65.37,5.62,71.29,31.16,97.04474,0,0
2183,3.061,64.33,27.91,239,3399,78.61,6.7,68.15,71.51,196.91413,1,0
2184,3.039,61.83,20.82,223,3558,35.02,5.35,64.81,49.57,187.90137000000001,1,0
2185,2.467,65.15,20.39,675,151,93.13,6.69,73.37,72.56,160.72505,1,0
2186,1.3,44.82,13.38,309,660,24.47,7.69,70.73,76.61,58.266000000000005,0,0
2187,1.663,73.76,22.31,582,3314,42.63,8.13,73.8,31.23,122.66288000000002,2,0
2188,1.278,61.37,16.95,167,147,56.3,5.98,63.5,51.16,78.43086,0,0
2189,2.33,44.63,21.9,347,1791,38.09,6.94,80.7,79.77,103.98790000000001,0,1
2190,3.617,59.58,26.94,45,3466,73.1,6.03,72.17,37.04,215.50086,2,0
2191,2.528,56.71,23.49,186,2160,74.3,5.66,56.98,70.94,143.36288,1,1
2192,2.69,53.64,15.47,51,1137,36.95,4.53,73.19,47.78,144.2916,0,0
2193,0.879,41.97,13.23,14,53,20.69,5.81,69.25,58.01,36.89163,0,0
2194,1.643,52.94,10.21,131,1454,25.95,7.06,66.21,79.7,86.98042,0,0
2195,1.74,45.1,16.58,114,1991,20.03,4.17,78.07,64.81,78.474,0,0
2196,3.51,57.98,21.31,227,322,92.43,6.08,77.18,53.85,203.50979999999998,1,0
2197,2.737,62.07,15.71,535,1942,69.73,5.79,73.97,68.34,169.88559,1,0
2198,0.885,49.23,26.75,106,1492,31.07,6.11,71.99,42.26,43.568549999999995,0,0
2199,2.409,51.28,18.9,439,1209,27.4,6.09,74.67,30.68,123.53352,1,1
2200,4.401,66.6,20.87,262,3549,85.41,7.0,64.95,64.02,293.10659999999996,2,0
2201,3.065,52.94,32.12,289,3265,84.88,8.63,73.33,77.36,162.2611,2,0
2202,2.635,57.1,22.03,663,2542,94.19,5.4,78.41,68.48,150.4585,2,0
2203,2.677,43.89,21.44,334,2168,32.74,4.72,77.44,58.57,117.49353,1,0
2204,3.667,50.39,20.66,188,1745,61.78,6.41,67.33,37.88,184.78012999999999,1,0
2205,2.151,54.11,14.11,171,284,29.72,7.54,72.98,34.67,116.39060999999998,0,0
2206,1.692,64.52,20.32,121,1143,83.65,4.58,66.28,45.39,109.16783999999998,0,0
2207,2.39,50.64,23.58,577,67,53.0,6.43,72.92,82.98,121.0296,1,0
2208,2.841,64.39,24.67,478,1355,75.67,6.02,68.53,55.41,182.93199,1,1
2209,1.325,53.11,16.27,192,1744,22.43,6.75,67.41,74.26,70.37075,0,0
2210,3.692,48.87,14.44,353,2242,82.23,7.08,74.38,30.71,180.42804,2,0
2211,2.292,56.09,18.98,363,1314,38.36,5.94,68.47,55.99,128.55828,0,0
2212,3.463,69.15,16.83,34,951,87.42,6.96,68.54,43.58,239.46645000000004,0,0
2213,1.661,40.01,20.89,654,2600,34.87,5.06,73.64,82.4,66.45661,2,0
2214,2.757,76.73,18.21,567,580,83.21,7.29,64.86,40.93,211.54461,2,0
2215,1.17,48.96,13.81,385,484,30.73,7.47,70.1,32.73,57.2832,0,0
2216,3.007,46.12,19.57,515,2550,73.07,6.35,64.67,38.91,138.68284,2,0
2217,3.784,60.22,26.64,78,2150,82.34,5.83,65.85,33.47,227.87248,2,0
2218,1.827,63.87,13.69,703,3177,50.9,5.83,77.79,47.35,116.69049,2,0
2219,1.573,52.89,22.21,461,2704,39.55,6.84,69.77,84.76,83.19597,2,0
2220,3.235,59.23,21.94,675,3293,47.56,5.93,68.85,81.18,191.60905,2,0
2221,2.381,73.07,19.08,622,2435,43.73,4.5,76.39,61.46,173.97966999999997,2,0
2222,3.656,60.38,20.64,420,3075,70.65,7.35,80.66,75.71,220.74928000000003,3,0
2223,1.155,76.31,17.71,207,642,23.56,4.56,72.96,52.0,88.13805,1,0
2224,1.993,63.39,15.29,493,1950,23.31,6.24,77.1,79.01,126.33627000000001,1,0
2225,3.045,55.68,18.52,368,3449,43.02,3.69,69.61,41.56,169.5456,1,0
2226,2.605,57.27,19.93,294,2885,42.16,6.05,72.48,52.17,149.18835,1,1
2227,0.936,52.08,24.44,512,1489,34.17,5.76,71.66,36.63,48.746880000000004,1,0
2228,4.824,62.2,17.29,639,3383,77.35,3.91,74.61,81.51,300.0528,3,0
2229,1.871,56.49,18.13,123,1161,21.9,6.12,76.78,48.6,105.69279,0,0
2230,1.758,58.23,21.0,398,114,93.94,5.12,64.57,43.53,102.36833999999999,0,0
2231,3.251,49.31,22.28,560,2913,80.6,6.41,67.99,42.2,160.30681,2,0
2232,2.546,66.54,13.11,234,1521,52.24,5.53,69.76,56.07,169.41084,0,0
2233,3.091,68.17,14.12,246,154,88.71,4.61,67.53,57.72,210.71347000000003,0,0
2234,2.915,46.02,21.38,6,768,69.45,4.94,73.47,67.0,134.1483,0,0
2235,2.053,58.94,14.12,232,290,65.62,5.0,73.11,74.5,121.00381999999999,0,0
2236,1.677,63.89,24.76,422,3638,45.04,7.13,72.18,68.65,107.14353,2,0
2237,3.272,67.25,18.61,699,3098,73.05,7.23,70.43,57.09,220.04199999999997,2,0
2238,1.456,48.32,21.4,378,3395,31.18,8.45,78.55,59.46,70.35392,1,0
2239,2.956,64.92,16.96,209,688,61.99,5.51,73.42,83.65,191.90352000000001,0,0
2240,1.858,54.39,16.07,584,2933,29.29,5.14,71.2,54.59,101.05662000000001,2,1
2241,2.858,59.19,16.42,135,2070,55.61,6.22,72.63,47.68,169.16502,1,0
2242,2.046,50.36,22.09,134,1101,69.3,5.77,75.74,65.51,103.03656,0,0
2243,1.929,20.0,21.23,375,2451,32.44,5.13,73.04,67.0,38.58,1,0
2244,2.08,49.07,18.61,587,3476,37.77,5.94,67.71,81.56,102.0656,2,0
2245,3.255,63.96,24.72,152,1697,85.06,7.19,81.25,49.37,208.1898,0,0
2246,1.393,52.24,16.83,11,135,40.46,3.37,74.1,58.03,72.77032,0,0
2247,2.771,59.08,13.23,521,3079,27.64,5.09,66.51,64.34,163.71068,2,1
2248,1.642,64.69,19.41,422,710,46.46,4.28,62.8,68.98,106.22097999999998,1,0
2249,2.581,59.21,21.02,493,690,94.81,6.26,75.65,32.2,152.82101,1,0
2250,2.845,55.48,11.6,285,2263,75.5,6.77,78.76,79.52,157.8406,1,0
2251,2.938,39.68,20.3,85,2922,66.03,7.5,74.59,39.77,116.57984,1,0
2252,2.604,47.8,16.98,238,2900,87.23,5.85,75.27,42.39,124.4712,1,0
2253,3.432,48.03,17.8,338,3171,72.81,6.36,75.69,68.19,164.83896000000001,1,1
2254,3.043,64.57,22.87,311,3228,84.89,4.33,72.39,40.94,196.48650999999998,1,0
2255,2.663,57.06,19.72,640,494,72.57,5.19,63.82,37.35,151.95078,1,0
2256,2.732,55.9,18.8,160,1117,89.14,6.64,68.76,82.21,152.71880000000002,0,0
2257,3.185,52.87,24.04,224,2636,69.92,4.57,76.39,65.37,168.39095,1,0
2258,1.857,48.11,17.69,132,1444,41.19,7.4,74.88,82.1,89.34027,0,0
2259,1.656,60.41,16.02,410,2621,23.29,6.36,70.9,33.47,100.03895999999999,2,0
2260,2.226,54.89,17.41,579,1676,28.43,4.7,69.34,31.95,122.18514,1,0
2261,2.16,66.16,24.97,635,1664,61.0,4.33,72.93,45.37,142.9056,1,0
2262,3.498,43.67,13.32,163,127,97.74,5.61,70.81,32.11,152.75766000000002,0,0
2263,2.935,63.88,27.7,309,2232,80.76,5.23,71.93,54.12,187.48780000000002,1,1
2264,2.321,56.56,21.07,530,3157,82.04,4.86,72.77,82.88,131.27576000000002,2,0
2265,2.619,55.62,19.46,33,2993,73.1,4.54,68.33,49.63,145.66878,1,1
2266,2.223,72.43,20.95,512,1253,92.28,6.15,76.08,70.27,161.01189,1,1
2267,3.571,55.63,19.03,96,2479,78.84,7.17,71.73,65.55,198.65473000000003,2,0
2268,2.387,57.89,13.25,24,751,40.67,5.05,74.57,31.77,138.18343000000002,0,0
2269,2.569,48.29,24.11,81,2323,59.96,6.63,72.52,42.76,124.05700999999999,1,0
2270,2.462,57.47,19.86,634,1511,52.35,5.63,79.87,64.65,141.49114,1,0
2271,2.417,41.73,11.7,490,3384,33.23,6.57,74.86,35.06,100.86140999999998,2,0
2272,2.859,54.78,21.7,568,2602,37.79,4.93,74.34,55.15,156.61602,2,0
2273,2.153,58.71,19.26,496,295,42.81,6.27,73.91,67.27,126.40263,1,0
2274,2.849,63.64,13.29,573,3182,33.89,5.98,82.72,48.69,181.31036,2,1
2275,2.233,48.01,19.74,357,2651,37.38,7.51,71.86,47.17,107.20633,1,1
2276,2.348,57.71,24.69,582,809,93.31,7.1,72.94,69.78,135.50307999999998,1,0
2277,2.499,49.66,11.91,40,1052,47.46,6.28,72.7,53.04,124.10034,0,0
2278,3.512,58.57,22.55,419,654,86.2,4.6,62.7,59.26,205.69784,2,0
2279,2.454,45.94,13.72,543,1152,25.15,5.12,72.62,40.99,112.73676,1,0
2280,4.414,45.71,27.48,715,3446,98.54,5.52,77.93,73.43,201.76394,3,0
2281,3.264,51.17,19.87,258,3296,81.18,5.33,75.02,62.99,167.01888,1,0
2282,2.437,60.1,27.52,128,2024,92.54,6.44,79.71,83.51,146.4637,1,0
2283,1.863,56.82,18.95,518,1341,62.07,6.41,75.88,71.58,105.85566,1,0
2284,3.353,62.06,18.26,52,1354,70.76,6.54,74.98,62.97,208.08718000000002,0,1
2285,1.614,63.28,18.0,559,3494,48.87,7.5,76.31,63.79,102.13392,2,0
2286,3.034,53.47,22.16,507,751,54.56,6.63,74.19,48.31,162.22797999999997,1,0
2287,2.546,47.41,20.08,497,2772,80.06,4.83,70.79,54.5,120.70585999999999,2,0
2288,3.547,55.74,23.03,211,3632,24.0,5.98,71.9,67.03,197.70978000000002,2,0
2289,2.208,51.93,19.04,86,3126,22.92,6.43,60.16,58.33,114.66144000000001,1,0
2290,3.567,59.04,18.19,437,2633,89.99,7.91,80.52,82.48,210.59568000000002,3,0
2291,3.81,63.0,18.98,261,3287,28.8,5.6,71.64,60.44,240.03,2,0
2292,2.297,62.77,21.0,282,818,77.68,6.1,66.89,30.7,144.18269,0,0
2293,2.354,54.7,14.16,135,3591,35.96,7.15,70.29,36.94,128.7638,1,0
2294,1.538,56.95,17.83,240,360,49.3,6.21,80.62,32.54,87.5891,0,0
2295,1.196,62.81,19.16,599,80,43.48,4.02,72.08,79.67,75.12076,1,0
2296,2.003,52.52,23.59,643,751,59.23,3.92,73.29,47.33,105.19756000000001,1,0
2297,2.643,53.05,27.32,251,2234,86.13,8.57,82.66,75.99,140.21114999999998,1,0
2298,1.957,58.24,31.59,102,926,90.04,4.34,76.16,54.51,113.97568000000001,1,0
2299,2.146,44.18,18.72,24,2323,37.76,5.68,70.61,80.63,94.81027999999999,1,1
2300,2.208,54.69,19.88,136,432,47.01,7.03,63.57,56.52,120.75552,0,0
2301,2.53,60.23,20.95,7,2553,86.95,4.25,75.38,77.31,152.38189999999997,1,0
2302,1.65,53.15,23.84,480,861,27.17,4.47,68.49,66.94,87.69749999999999,1,0
2303,2.89,51.02,14.0,462,1924,29.35,4.3,75.61,44.64,147.44780000000003,1,1
2304,1.262,70.92,26.06,563,452,58.37,8.25,71.5,61.71,89.50104,1,0
2305,4.418,67.23,30.87,239,3542,83.21,8.75,74.89,44.74,297.02214000000004,3,0
2306,1.773,55.65,15.48,599,1397,46.88,5.09,76.4,40.99,98.66744999999999,1,0
2307,2.184,53.18,21.66,122,2219,25.55,6.45,63.42,47.56,116.14512,1,1
2308,3.801,72.2,25.39,166,1790,97.43,6.84,73.27,46.32,274.4322,1,0
2309,4.048,57.71,22.1,659,2184,95.11,6.11,72.63,57.31,233.61008,3,0
2310,2.909,51.84,20.63,635,1678,72.15,4.27,73.76,65.04,150.80256,1,0
2311,1.9,61.05,21.07,431,294,74.55,9.01,74.49,83.21,115.99499999999999,1,0
2312,2.833,64.99,26.0,438,3031,94.7,4.27,73.05,55.8,184.11667,2,1
2313,2.441,63.0,27.77,504,2355,71.51,6.47,68.92,71.85,153.783,2,0
2314,3.742,67.37,23.71,592,949,83.07,5.55,66.96,57.01,252.09854,2,0
2315,1.835,50.49,15.39,166,334,57.08,7.28,64.0,53.86,92.64915,0,0
2316,2.703,42.47,22.66,49,3241,38.24,6.9,72.84,52.68,114.79641,1,0
2317,2.106,55.11,15.04,133,1233,86.6,5.19,74.67,78.16,116.06165999999999,0,0
2318,2.382,63.39,21.5,256,3317,74.75,5.3,70.42,38.04,150.99498,1,0
2319,2.489,47.31,18.53,169,2802,43.16,4.07,76.32,45.96,117.75459,1,0
2320,2.854,43.04,25.42,377,3504,69.86,6.43,71.73,69.65,122.83616,1,0
2321,2.858,60.69,30.18,99,2418,85.32,7.21,71.87,46.27,173.45202,2,1
2322,1.033,50.7,18.3,415,685,41.63,5.39,64.47,30.12,52.3731,1,0
2323,2.342,46.49,19.04,511,158,81.45,6.02,69.9,41.92,108.87958,1,0
2324,2.671,52.9,13.45,71,919,25.79,8.05,76.84,31.62,141.2959,0,0
2325,2.068,54.93,24.26,206,1620,70.0,7.32,79.01,46.08,113.59524,0,1
2326,3.734,75.56,23.5,387,2288,99.91,8.12,71.66,47.97,282.14104000000003,3,0
2327,1.204,60.57,22.3,47,3273,89.31,3.7,76.06,82.43,72.92627999999999,1,0
2328,2.129,65.93,25.45,479,540,90.05,7.06,79.12,74.44,140.36497000000003,1,0
2329,1.677,59.42,26.7,542,2328,74.43,6.55,67.2,36.73,99.64734,2,0
2330,2.805,51.83,14.62,260,339,56.89,4.57,73.87,36.76,145.38315,0,1
2331,3.208,54.02,15.46,6,1772,74.18,4.99,73.37,84.83,173.29616000000001,0,1
2332,1.264,64.21,17.02,360,296,45.7,5.69,77.12,66.93,81.16144,0,0
2333,2.608,64.56,15.6,625,1383,64.22,4.53,68.04,64.4,168.37248000000002,1,1
2334,3.35,45.3,15.8,210,2224,63.17,5.17,74.05,62.37,151.755,1,0
2335,3.568,48.46,17.26,611,2704,63.5,5.58,71.26,38.23,172.90528,3,0
2336,2.411,47.69,24.89,626,2942,52.96,6.72,74.27,44.54,114.98058999999999,2,0
2337,1.005,63.87,21.87,202,1928,48.22,5.13,77.76,53.78,64.18934999999999,0,0
2338,1.524,42.01,27.98,431,967,46.43,5.43,79.22,54.55,64.02324,1,0
2339,2.988,59.94,17.19,30,3335,37.98,7.11,78.5,83.39,179.10072,1,0
2340,4.063,59.98,26.69,396,3409,55.08,3.93,67.77,32.41,243.69873999999996,2,0
2341,2.417,55.6,21.15,633,3532,29.42,6.07,69.78,30.81,134.3852,2,0
2342,2.867,58.31,21.96,679,2896,92.13,6.89,77.34,80.32,167.17477,2,0
2343,3.659,62.01,17.56,143,2845,25.57,6.26,75.6,78.27,226.89459,2,0
2344,2.751,61.78,18.89,478,310,86.99,5.77,70.95,45.93,169.95678,1,0
2345,1.503,42.3,19.67,47,2102,39.3,4.62,67.24,47.67,63.57689999999999,1,0
2346,2.754,50.5,26.39,201,1504,88.26,8.21,52.73,62.56,139.077,0,0
2347,3.131,46.96,19.48,601,967,77.62,5.25,64.43,41.11,147.03176,1,0
2348,2.557,71.23,25.1,462,276,93.68,5.1,70.67,78.15,182.13511,1,1
2349,3.146,71.99,26.95,282,802,89.62,6.42,70.95,44.83,226.48054,0,0
2350,2.139,68.9,29.17,692,3343,76.09,5.37,74.1,33.3,147.37709999999998,3,0
2351,1.576,53.35,14.52,546,3319,32.13,7.08,74.86,59.3,84.0796,2,0
2352,2.322,45.31,21.27,16,2718,63.92,5.82,83.41,70.34,105.20982000000001,1,0
2353,1.763,46.4,20.48,57,397,47.19,7.39,68.07,82.59,81.80319999999999,0,0
2354,3.317,53.35,19.35,451,2515,90.86,6.95,62.71,64.37,176.96195,2,0
2355,2.976,61.3,16.33,631,488,89.78,5.93,67.7,35.6,182.4288,1,0
2356,3.907,65.85,19.46,112,2501,45.12,7.29,81.05,66.43,257.27594999999997,2,0
2357,1.826,70.08,18.14,387,151,73.74,5.46,72.0,35.09,127.96608,0,0
2358,1.908,52.5,17.61,587,1062,47.06,5.59,77.03,40.68,100.17,1,1
2359,1.931,41.88,18.27,620,473,74.26,6.88,69.16,46.31,80.87028000000001,1,0
2360,3.662,49.34,31.27,461,3409,69.11,6.46,70.07,33.05,180.68308000000002,4,1
2361,3.241,67.97,18.72,719,2088,60.88,5.3,63.86,50.12,220.29077,2,0
2362,3.053,63.71,26.84,674,3370,90.27,4.56,70.71,72.19,194.50663,2,0
2363,2.985,52.72,18.75,600,103,39.68,5.87,72.4,32.96,157.36919999999998,1,0
2364,2.633,57.1,16.49,482,2706,83.8,5.47,76.56,57.27,150.3443,2,0
2365,3.312,54.14,27.4,709,1767,75.16,6.29,75.26,42.45,179.31168,1,0
2366,3.067,44.51,21.06,12,1727,42.5,5.42,82.31,61.15,136.51217,0,0
2367,1.912,72.22,21.65,64,3191,53.73,5.18,71.2,57.08,138.08463999999998,1,0
2368,1.904,66.91,19.73,367,200,25.52,5.43,73.18,39.13,127.39663999999999,0,0
2369,1.369,52.01,22.36,483,3447,67.81,6.09,71.7,76.89,71.20169,2,1
2370,3.018,47.84,24.85,650,132,91.03,7.24,68.88,57.53,144.38112,1,0
2371,1.241,55.35,9.49,488,1343,29.43,6.3,73.78,84.21,68.68935,1,0
2372,2.056,51.99,19.55,167,530,30.56,8.32,70.64,84.16,106.89144,0,0
2373,2.928,62.94,20.87,654,1923,57.97,6.25,80.64,43.81,184.28832,1,0
2374,2.981,61.11,19.81,59,2186,42.5,5.12,68.4,78.57,182.16890999999998,1,0
2375,2.88,44.9,15.78,68,2354,42.15,5.72,70.61,69.58,129.31199999999998,1,0
2376,2.955,69.33,21.44,518,2919,71.09,6.89,66.12,53.77,204.87015,2,0
2377,2.376,54.59,19.51,693,2748,52.82,7.23,73.82,74.83,129.70584,2,0
2378,3.26,65.45,19.79,361,3463,87.57,7.99,65.8,53.12,213.367,1,0
2379,1.684,53.72,20.98,97,1657,54.31,4.82,71.85,57.08,90.46448,0,0
2380,2.202,64.79,26.19,34,664,69.22,7.73,66.23,50.45,142.66758000000002,0,0
2381,1.876,38.44,12.57,705,593,51.83,5.96,67.04,76.4,72.11344,1,0
2382,1.516,60.37,19.63,201,1027,40.48,4.79,68.01,79.87,91.52092,0,0
2383,1.499,50.65,18.72,460,2212,57.71,5.83,75.47,38.32,75.92435,2,0
2384,1.58,59.61,18.07,235,225,77.64,7.73,71.38,62.44,94.1838,0,0
2385,1.55,70.97,25.45,154,3486,96.22,7.01,71.23,36.43,110.0035,1,0
2386,2.193,46.82,19.07,480,3610,23.37,4.28,74.88,78.7,102.67626,2,1
2387,2.436,50.42,19.99,532,626,62.55,4.68,68.85,42.11,122.82312,1,0
2388,1.293,55.55,17.71,339,2856,70.88,4.73,61.92,31.98,71.82615,1,0
2389,2.217,49.84,21.96,365,2188,26.86,4.89,66.58,71.01,110.49528000000001,1,0
2390,2.789,52.01,22.86,350,1770,86.33,6.46,70.85,66.64,145.05589,0,0
2391,1.722,56.17,21.85,425,2689,42.08,4.57,71.66,52.61,96.72474,2,1
2392,2.744,62.8,28.07,580,2113,89.99,5.89,75.05,64.05,172.3232,3,1
2393,3.019,61.94,12.3,511,1201,64.21,7.82,71.63,72.42,186.99686,1,0
2394,1.539,46.9,20.48,200,2065,32.17,7.76,76.92,39.36,72.17909999999999,1,0
2395,2.49,51.48,19.99,177,521,79.14,8.15,73.98,46.75,128.1852,0,0
2396,2.059,53.41,20.96,484,950,32.58,3.67,64.98,56.71,109.97119,1,0
2397,2.684,57.75,20.33,464,3552,77.63,8.28,59.5,64.82,155.001,2,0
2398,3.175,58.14,25.06,264,701,84.66,6.46,67.37,63.75,184.59449999999998,0,0
2399,2.907,53.08,16.92,603,2195,66.04,6.25,73.01,57.15,154.30356,2,1
2400,1.875,57.55,19.47,301,1105,41.69,7.15,73.81,66.38,107.90625,0,0
2401,3.796,48.78,20.8,241,1712,54.99,6.89,72.1,31.16,185.16888,1,0
2402,2.897,56.69,18.9,400,924,62.24,3.88,72.92,47.79,164.23092999999997,0,0
2403,1.734,55.75,17.55,138,2088,73.26,5.5,78.51,61.48,96.6705,1,0
2404,2.464,58.72,19.94,500,2048,70.71,5.77,72.23,46.84,144.68608,2,0
2405,3.952,66.66,23.64,645,2265,52.03,4.42,74.43,81.79,263.44032,3,0
2406,2.032,50.2,27.35,680,1145,80.65,7.5,79.99,83.0,102.00640000000001,1,0
2407,2.922,40.64,30.3,321,2125,81.71,8.04,63.27,50.43,118.75008000000001,2,1
2408,3.666,53.91,24.59,193,2668,75.71,6.24,81.13,42.73,197.63405999999998,2,0
2409,2.802,45.83,20.4,344,2636,41.77,6.28,59.49,42.33,128.41566,1,0
2410,2.987,32.03,22.06,74,2085,57.55,6.06,68.22,54.42,95.67361000000001,1,0
2411,2.665,70.97,26.74,480,1112,54.62,6.17,69.44,82.66,189.13505,1,0
2412,2.909,64.64,24.72,308,1956,85.34,7.69,64.15,43.01,188.03776,0,0
2413,2.413,64.76,22.94,87,1973,84.65,4.23,71.32,48.21,156.26588,0,0
2414,3.593,58.61,23.41,393,3473,89.29,6.98,72.3,60.75,210.58572999999998,2,0
2415,1.809,58.54,17.22,517,1394,38.49,5.9,75.63,61.34,105.89886,1,0
2416,2.334,55.7,22.93,164,1197,79.88,5.44,75.66,66.44,130.0038,0,0
2417,4.045,67.14,20.81,291,2744,89.63,5.79,73.58,70.04,271.5813,2,1
2418,1.978,56.43,15.82,641,2329,33.32,8.03,77.58,73.52,111.61854,2,0
2419,2.891,53.02,16.41,511,1576,23.19,4.14,75.54,57.02,153.28082,1,0
2420,1.713,54.45,13.78,575,30,28.44,5.58,70.27,33.91,93.27285,1,0
2421,2.702,69.91,24.13,323,2581,68.5,8.14,72.84,67.19,188.89682,1,0
2422,1.515,57.85,23.23,355,2697,53.73,4.51,68.65,62.59,87.64274999999999,1,0
2423,3.78,46.11,20.65,357,3397,35.6,5.31,66.5,41.77,174.29579999999999,2,0
2424,2.518,60.13,22.41,324,1849,62.26,6.17,74.32,76.96,151.40734,0,1
2425,1.479,63.16,22.82,103,1894,82.84,6.82,64.32,70.78,93.41364,0,0
2426,3.241,58.55,6.58,29,784,88.47,6.29,71.5,53.2,189.76055,0,0
2427,2.72,60.0,18.4,599,1694,80.14,5.23,60.76,83.28,163.20000000000002,1,0
2428,1.938,52.53,24.04,386,35,90.84,6.95,72.33,67.22,101.80314,0,0
2429,3.169,59.13,17.64,383,1842,68.33,6.06,68.77,81.15,187.38297,0,0
2430,1.547,51.0,26.84,428,2589,86.97,7.12,74.68,70.08,78.89699999999999,2,0
2431,2.216,54.29,24.32,296,2874,53.37,7.14,70.96,69.08,120.30664,1,0
2432,2.875,56.15,22.3,641,2428,88.2,4.6,71.67,41.98,161.43125,2,0
2433,3.748,68.88,21.83,338,2945,91.67,7.66,72.87,53.05,258.16224,2,0
2434,4.202,71.47,22.22,360,2438,74.91,5.94,69.71,64.98,300.31694,2,0
2435,2.509,47.53,20.58,382,2853,54.48,7.04,69.35,75.55,119.25277,1,1
2436,2.442,54.41,20.95,113,1613,42.53,6.52,69.32,80.12,132.86922,0,1
2437,4.016,52.41,9.99,124,2209,46.01,8.19,72.08,34.5,210.47856,2,0
2438,2.173,56.77,15.16,129,2344,30.59,5.81,69.28,69.31,123.36121000000001,1,0
2439,2.288,53.17,13.19,182,2102,23.77,5.25,74.35,44.63,121.65296,1,1
2440,1.704,52.62,9.81,115,2098,53.15,5.42,63.05,69.05,89.66448,1,1
2441,3.367,53.04,15.99,161,2860,23.41,4.49,64.98,47.46,178.58568,1,0
2442,2.277,60.16,16.04,675,894,90.45,7.37,81.54,61.4,136.98432,1,1
2443,2.66,71.13,19.11,259,1177,72.0,4.9,70.06,58.97,189.2058,0,0
2444,3.058,54.86,20.83,571,1907,87.49,7.33,67.3,77.96,167.76188,1,0
2445,2.601,58.58,22.18,283,2366,55.55,5.79,72.08,65.96,152.36658,1,0
2446,1.906,59.41,17.3,593,1892,37.92,3.76,75.8,43.36,113.23545999999999,1,0
2447,2.106,59.32,10.88,542,751,43.22,7.72,75.24,64.59,124.92791999999999,1,0
2448,4.258,59.04,25.35,605,3011,88.38,2.33,69.05,65.24,251.39231999999998,3,0
2449,3.441,64.14,27.36,207,2005,29.75,5.7,69.94,50.04,220.70574,1,0
2450,2.558,41.6,25.73,68,1599,75.86,6.54,70.53,44.45,106.41279999999999,0,0
2451,2.228,45.48,22.35,221,3208,38.06,3.11,73.64,80.03,101.32944,1,0
2452,1.766,61.61,18.17,505,1608,48.25,6.51,72.15,38.47,108.80326,1,0
2453,3.194,45.8,13.47,471,614,20.24,4.9,67.83,37.79,146.28519999999997,1,0
2454,2.975,50.01,19.6,507,3593,58.33,5.79,69.79,62.4,148.77975,2,0
2455,2.602,51.04,18.1,715,1415,30.27,7.41,70.88,46.96,132.80607999999998,1,0
2456,3.691,53.85,19.71,161,3267,88.77,6.56,80.0,57.73,198.76035,2,0
2457,3.343,58.39,18.29,319,1901,27.82,5.36,71.58,44.73,195.19777,0,0
2458,1.804,62.1,14.86,353,907,40.03,5.7,88.47,50.25,112.0284,0,0
2459,1.127,52.57,9.44,107,1393,21.18,7.84,70.35,52.45,59.24639,0,0
2460,4.563,70.8,22.56,476,3325,99.43,6.98,64.48,60.91,323.06039999999996,3,0
2461,3.599,46.57,27.87,35,3449,71.32,5.15,74.32,34.33,167.60543,2,0
2462,2.603,60.12,20.52,646,529,71.49,5.63,77.45,53.77,156.49236000000002,1,0
2463,3.869,67.35,7.93,63,3603,61.51,4.69,75.03,67.8,260.57715,2,0
